user_id,product_id,purchase_count,total_spend,avg_quantity,days_since_last_purchase,last_quantity
user_0,product_0,28,2710.02,2.2142857142857144,76.00001928133102,3
user_0,product_1,18,3631.28,2.111111111111111,45.00001925828704,1
user_0,product_10,36,805.8,1.8888888888888888,15.000019393298611,1
user_0,product_11,36,7004.88,2.0,23.000019227118056,3
user_0,product_12,36,5774.56,1.8888888888888888,62.000019380578706,1
user_0,product_13,39,2445.24,2.1538461538461537,52.000019377152775,3
user_0,product_14,38,1924.28,1.9210526315789473,7.000019187013889,2
user_0,product_15,39,1961.74,1.8974358974358974,13.000019330775462,1
user_0,product_16,38,2579.2200000000003,1.8157894736842106,31.000019309849534,1
user_0,product_17,36,4120.5599999999995,2.0,11.000019390983796,1
user_0,product_18,44,4105.92,1.9090909090909092,9.00001938457176,3
user_0,product_19,33,2172.6,1.8181818181818181,14.000019383113427,1
user_0,product_2,29,4552.799999999999,2.0689655172413794,14.000019347916666,1
user_0,product_20,35,4685.039999999999,2.057142857142857,10.000019257465278,1
user_0,product_21,43,1961.8500000000001,2.0232558139534884,17.000019281539352,3
user_0,product_22,41,2685.46,1.8048780487804879,16.000019316354166,2
user_0,product_23,51,4168.09,1.9019607843137254,6.0000193884375,2
user_0,product_24,48,4747.65,1.9375,22.000019264780093,2
user_0,product_25,44,6614.94,1.8636363636363635,5.000019405185185,3
user_0,product_26,43,2489.33,2.0697674418604652,3.0000193580208334,1
user_0,product_27,45,4840.08,1.9111111111111112,22.000019321412037,2
user_0,product_28,46,6585.28,2.260869565217391,9.000019173923612,2
user_0,product_29,46,1148.58,1.7608695652173914,25.000019211631944,3
user_0,product_3,25,2810.7200000000003,1.76,13.000019389479167,1
user_0,product_4,33,1682.8,2.121212121212121,27.000019207048613,3
user_0,product_5,39,1803.0,1.9230769230769231,29.000019350243054,3
user_0,product_6,23,746.27,2.130434782608696,22.000019241689813,2
user_0,product_7,30,5277.599999999999,2.0,46.000019379953706,2
user_0,product_8,29,3845.9999999999995,2.0689655172413794,8.00001931087963,2
user_0,product_9,35,5087.37,1.9714285714285715,13.000019287476853,2
user_1,product_0,22,1660.98,1.7272727272727273,29.000019109293984,1
user_1,product_1,25,4586.88,1.92,10.000018981018519,1
user_1,product_10,29,663.5999999999999,1.9310344827586208,29.00001898019676,3
user_1,product_11,15,3015.9900000000002,2.066666666666667,7.000019153344908,3
user_1,product_12,30,5010.28,1.9666666666666666,25.00001908402778,2
user_1,product_13,22,1339.06,2.090909090909091,19.000019140891204,1
user_1,product_14,22,1186.2,2.0454545454545454,7.000019172094908,1
user_1,product_15,35,1617.1100000000001,1.7428571428571429,28.000019050393515,1
user_1,product_16,32,2280.1800000000003,1.90625,20.00001901616898,2
user_1,product_17,30,3491.0299999999997,2.033333333333333,3.000019095185185,3
user_1,product_18,27,2737.28,2.074074074074074,13.000019040069445,1
user_1,product_19,38,2860.59,2.0789473684210527,17.00001899766204,3
user_1,product_2,19,2428.16,1.6842105263157894,53.00001901126157,1
user_1,product_20,34,4489.83,2.0294117647058822,44.00001909096065,1
user_1,product_21,25,1104.95,1.96,34.00001914665509,3
user_1,product_22,40,2866.91,1.975,27.000019075428238,3
user_1,product_23,45,3824.33,1.9777777777777779,8.000019158518517,1
user_1,product_24,34,3318.2499999999995,1.911764705882353,15.000018994745371,2
user_1,product_25,38,6050.25,1.9736842105263157,33.00001907983796,2
user_1,product_26,38,2125.72,2.0,12.000019119745371,2
user_1,product_27,39,4502.4,2.051282051282051,12.000019039664352,1
user_1,product_28,41,5572.16,2.1463414634146343,10.0000190565625,3
user_1,product_29,44,1247.84,2.0,24.00001905486111,2
user_1,product_3,22,2299.6800000000003,1.6363636363636365,21.000019155995368,2
user_1,product_4,22,961.6,1.8181818181818181,5.000019122418982,2
user_1,product_5,26,1274.1200000000001,2.0384615384615383,19.000019004421297,3
user_1,product_6,29,852.88,1.9310344827586208,34.00001899138889,3
user_1,product_7,29,4749.84,1.8620689655172413,34.000019160289355,1
user_1,product_8,32,4935.7,2.40625,60.0000189770949,1
user_1,product_9,26,3686.5,1.9230769230769231,17.00001914488426,2
user_10,product_0,17,1529.85,2.0588235294117645,58.00001727888889,3
user_10,product_1,23,4682.4400000000005,2.130434782608696,40.00001728894676,2
user_10,product_10,33,817.65,2.090909090909091,38.00001726706019,3
user_10,product_11,25,5059.08,2.08,47.00001727824074,2
user_10,product_12,25,3991.24,1.88,6.000017269340278,2
user_10,product_13,28,1571.94,1.9285714285714286,35.000017349375,2
user_10,product_14,32,1502.52,1.78125,22.00001732931713,3
user_10,product_15,35,1855.7,2.0,51.00001732952547,2
user_10,product_16,35,3065.1600000000003,2.342857142857143,34.0000173171875,3
user_10,product_17,31,3605.49,2.032258064516129,28.000017285034723,1
user_10,product_18,34,3128.32,1.8823529411764706,33.00001720001158,1
user_10,product_19,45,3186.48,1.9555555555555555,22.000017282488425,1
user_10,product_2,25,3869.8799999999997,2.04,45.000017289814814,1
user_10,product_20,34,4489.83,2.0294117647058822,36.00001727142361,1
user_10,product_21,34,1420.65,1.8529411764705883,39.00001732586805,2
user_10,product_22,36,2794.33,2.138888888888889,54.00001724077546,2
user_10,product_23,38,2878.99,1.763157894736842,30.000017371655094,2
user_10,product_24,33,3573.4999999999995,2.121212121212121,56.00001732546296,1
user_10,product_25,44,7260.3,2.0454545454545454,24.000017338020832,2
user_10,product_26,43,2489.33,2.0697674418604652,21.0000173025,3
user_10,product_27,41,5290.32,2.292682926829268,34.00001722615741,2
user_10,product_28,41,5255.56,2.024390243902439,20.00001725005787,3
user_10,product_29,42,1176.94,1.9761904761904763,33.00001722677083,3
user_10,product_3,23,2746.84,1.8695652173913044,19.000017385972225,3
user_10,product_4,32,1466.44,1.90625,23.00001729634259,1
user_10,product_5,20,1105.84,2.3,28.000017342372686,1
user_10,product_6,27,852.88,2.074074074074074,15.000017233136575,2
user_10,product_7,33,5717.4,1.9696969696969697,20.000017212905092,2
user_10,product_8,31,3910.0999999999995,1.967741935483871,8.000017283379629,2
user_10,product_9,25,3612.77,1.96,17.000017226979168,1
user_11,product_0,21,1704.69,1.8571428571428572,26.000017077256945,3
user_11,product_1,20,3535.7200000000003,1.85,35.00001719032407,1
